Слово,Семантическая роль,Полная семантическая разметка
Глеб,аудитория,t:hum;r:propn;t:persn
внешнее,адресат,t:place;r:rel;der:adv
Толя,агенс,t:hum;r:propn;t:persn
Толя,адресат,t:hum;r:propn;t:persn
Толя,аудитория,t:hum;r:propn;t:persn
Шалопай,агенс,t:hum;ev;r:concr
Шалопай,аудитория,t:hum;ev;r:concr
пору,аспект,t:space;r:abstr;t:time;pc:partb;r:concr;top:hole
теперь,аспект,t:time;r:dem
факультет,агенс,r:concr;t:org
факультет,адресат,r:concr;t:org
университета,агенс,r:concr;t:org
университета,адресат,r:concr;t:org
профессора,агенс,t:hum;r:concr
профессора,аудитория,t:hum;r:concr
Первушина,агенс,t:hum;r:propn;t:famn
Первушина,аудитория,t:hum;r:propn;t:famn
уже,аспект,t:time
осенью,аспект,t:time:season;r:abstr;t:time
военкомате,агенс,der:comp;der:abbr;r:concr;t:org
военкомате,адресат,der:comp;der:abbr;r:concr;t:org
призывник,агенс,der:v;t:hum;r:concr
призывник,аудитория,der:v;t:hum;r:concr
человек,агенс,t:hum;r:concr
человек,аудитория,t:hum;r:concr
пророк,агенс,der:v;t:hum;r:concr
пророк,аудитория,der:v;t:hum;r:concr
автор,агенс,t:hum;r:concr;d:nag
автор,аудитория,t:hum;r:concr;d:nag
пайщику,агенс,t:hum;r:concr;t:org;der:s
пайщику,адресат,t:hum;r:concr;t:org;der:s
пайщику,аудитория,t:hum;r:concr;t:org;der:s
Мистер,агенс,t:hum;r:concr
Мистер,аудитория,t:hum;r:concr
Иванько,агенс,t:hum;r:propn;t:famn
Иванько,аудитория,t:hum;r:propn;t:famn
собеседнику,агенс,der:v;t:hum;r:concr;d:nag
собеседнику,аудитория,der:v;t:hum;r:concr;d:nag
доктора,агенс,t:hum;r:concr
доктора,аудитория,t:hum;r:concr
Геббельса,агенс,t:hum;r:propn;t:famn
Геббельса,аудитория,t:hum;r:propn;t:famn
предприятия,агенс,der:v;r:concr;t:org
предприятия,адресат,der:v;r:concr;t:org
заводы,агенс,r:concr;t:org
заводы,адресат,r:concr;t:org
мастерские,агенс,der:subst;t:famn;der:a;t:org;r:propn;t:hum;r:concr
мастерские,адресат,der:subst;t:famn;der:a;t:org;r:propn;t:hum;r:concr
мастерские,аудитория,der:subst;t:famn;der:a;t:org;r:propn;t:hum;r:concr
людей,агенс,t:hum;r:concr
людей,аудитория,t:hum;r:concr
завод,агенс,r:concr;t:org
завод,адресат,r:concr;t:org
руководителей,агенс,der:v;t:hum;r:concr;d:nag
руководителей,аудитория,der:v;t:hum;r:concr;d:nag
завод,агенс,r:concr;t:org
завод,адресат,r:concr;t:org
завод,агенс,r:concr;t:org
завод,адресат,r:concr;t:org
Александра,агенс,t:hum;r:propn;t:persn
Александра,адресат,t:hum;r:propn;t:persn
Александра,аудитория,t:hum;r:propn;t:persn
Авербаха,агенс,t:hum;r:propn;t:famn
Авербаха,аудитория,t:hum;r:propn;t:famn
Алексеем,агенс,t:hum;r:propn;t:persn
Алексеем,адресат,t:hum;r:propn;t:persn
Алексеем,аудитория,t:hum;r:propn;t:persn
Андреевичем,агенс,t:hum;t:patrn;r:propn;der:s
Андреевичем,аудитория,t:hum;t:patrn;r:propn;der:s
Туполевым,агенс,t:hum;r:propn;t:famn
Туполевым,аудитория,t:hum;r:propn;t:famn
зелёная,атрибут,t:physq:color;r:qual
заводе,агенс,r:concr;t:org
заводе,адресат,r:concr;t:org
человек,агенс,t:hum;r:concr
человек,аудитория,t:hum;r:concr
заместитель,агенс,der:v;t:hum;r:concr;d:nag
заместитель,аудитория,der:v;t:hum;r:concr;d:nag
директора,агенс,t:hum;r:concr;d:nag
директора,аудитория,t:hum;r:concr;d:nag
завода,агенс,r:concr;t:org
завода,адресат,r:concr;t:org
Алексей,агенс,t:hum;r:propn;t:persn
Алексей,адресат,t:hum;r:propn;t:persn
Алексей,аудитория,t:hum;r:propn;t:persn
Михайлович,агенс,t:hum;t:patrn;r:propn;der:s
Михайлович,аудитория,t:hum;t:patrn;r:propn;der:s
Романов,агенс,t:hum;r:propn;t:famn
Романов,аудитория,t:hum;r:propn;t:famn
конструктор,агенс,der:s;t:hum;r:concr;d:nag;t:prof
конструктор,аудитория,der:s;t:hum;r:concr;d:nag;t:prof
Андрей,агенс,t:hum;r:propn;t:persn
Андрей,адресат,t:hum;r:propn;t:persn
Андрей,аудитория,t:hum;r:propn;t:persn
Белавский,агенс,t:hum;r:propn;t:famn
Белавский,аудитория,t:hum;r:propn;t:famn
людей,агенс,t:hum;r:concr
людей,аудитория,t:hum;r:concr
период,аспект,r:abstr;t:time
люди,агенс,t:hum;r:concr
люди,аудитория,t:hum;r:concr
завода,агенс,r:concr;t:org
завода,адресат,r:concr;t:org
Кио,агенс,t:hum;r:propn;t:famn
Кио,аудитория,t:hum;r:propn;t:famn
комбинатов,агенс,r:concr;t:org
комбинатов,адресат,r:concr;t:org
мастерской,агенс,der:subst;t:famn;der:a;t:org;r:propn;t:hum;r:concr
мастерской,адресат,der:subst;t:famn;der:a;t:org;r:propn;t:hum;r:concr
мастерской,аудитория,der:subst;t:famn;der:a;t:org;r:propn;t:hum;r:concr
сейчас,аспект,der:comp;t:time
Поначалу,аспект,der:s;t:time
человек,агенс,t:hum;r:concr
человек,аудитория,t:hum;r:concr
Виртуозы,агенс,t:hum;ev:posit;r:concr
Виртуозы,аудитория,t:hum;ev:posit;r:concr
повсюду,адресат,t:place;der:advpro
музыкантов,агенс,t:hum;r:concr;der:s;t:prof
музыкантов,аудитория,t:hum;r:concr;der:s;t:prof
Володя,агенс,d:dimb;t:hum;r:propn;t:persn
Володя,адресат,d:dimb;t:hum;r:propn;t:persn
Володя,аудитория,d:dimb;t:hum;r:propn;t:persn
музыкант,агенс,t:hum;r:concr;der:s;t:prof
музыкант,аудитория,t:hum;r:concr;der:s;t:prof
оркестра,агенс,pt:set;sc:hum;r:concr;t:org
оркестра,адресат,pt:set;sc:hum;r:concr;t:org
завтра,аспект,t:time
артисты,агенс,t:hum;r:concr;t:prof
артисты,аудитория,t:hum;r:concr;t:prof
ученики,агенс,der:v;t:hum;r:concr;d:nag
ученики,аудитория,der:v;t:hum;r:concr;d:nag
Ойстраха,агенс,t:hum;r:propn;t:famn
Ойстраха,аудитория,t:hum;r:propn;t:famn
Янкелевича,агенс,t:hum;r:propn;t:famn
Янкелевича,аудитория,t:hum;r:propn;t:famn
Ростроповича,агенс,t:hum;r:propn;t:famn
Ростроповича,аудитория,t:hum;r:propn;t:famn
музыкант,агенс,t:hum;r:concr;der:s;t:prof
музыкант,аудитория,t:hum;r:concr;der:s;t:prof
солистом,агенс,t:hum;r:concr;der:adv
солистом,аудитория,t:hum;r:concr;der:adv
гобоист,агенс,t:hum;r:concr;der:s;t:prof
гобоист,аудитория,t:hum;r:concr;der:s;t:prof
Алексей,агенс,t:hum;r:propn;t:persn
Алексей,адресат,t:hum;r:propn;t:persn
Алексей,аудитория,t:hum;r:propn;t:persn
Уткин,агенс,t:hum;r:propn;t:famn
Уткин,аудитория,t:hum;r:propn;t:famn
Аркадий,агенс,t:hum;r:propn;t:persn
Аркадий,адресат,t:hum;r:propn;t:persn
Аркадий,аудитория,t:hum;r:propn;t:persn
Михаил,агенс,t:hum;r:propn;t:persn
Михаил,адресат,t:hum;r:propn;t:persn
Михаил,аудитория,t:hum;r:propn;t:persn
Мильман,агенс,t:hum;r:propn;t:famn
Мильман,аудитория,t:hum;r:propn;t:famn
ученик,агенс,der:v;t:hum;r:concr;d:nag
ученик,аудитория,der:v;t:hum;r:concr;d:nag
Спивакова,агенс,t:hum;r:propn;t:famn
Спивакова,аудитория,t:hum;r:propn;t:famn
Борис,агенс,t:hum;r:propn;t:persn
Борис,адресат,t:hum;r:propn;t:persn
Борис,аудитория,t:hum;r:propn;t:persn
Гарлицкий,агенс,t:hum;r:propn;t:famn
Гарлицкий,аудитория,t:hum;r:propn;t:famn
Спиваков,агенс,t:hum;r:propn;t:famn
Спиваков,аудитория,t:hum;r:propn;t:famn
оркестр,агенс,pt:set;sc:hum;r:concr;t:org
оркестр,адресат,pt:set;sc:hum;r:concr;t:org
музыканты,агенс,t:hum;r:concr;der:s;t:prof
музыканты,аудитория,t:hum;r:concr;der:s;t:prof
Наполеоны,агенс,t:hum;r:propn;t:persn
Наполеоны,адресат,t:hum;r:propn;t:persn
Наполеоны,аудитория,t:hum;r:propn;t:persn
Спиваков,агенс,t:hum;r:propn;t:famn
Спиваков,аудитория,t:hum;r:propn;t:famn
Юрий,агенс,t:hum;r:propn;t:persn
Юрий,адресат,t:hum;r:propn;t:persn
Юрий,аудитория,t:hum;r:propn;t:persn
Гандельсман,агенс,t:hum;r:propn;t:famn
Гандельсман,аудитория,t:hum;r:propn;t:famn
Володя,агенс,d:dimb;t:hum;r:propn;t:persn
Володя,адресат,d:dimb;t:hum;r:propn;t:persn
Володя,аудитория,d:dimb;t:hum;r:propn;t:persn
незадолго,аспект,der:adv;t:time
оркестре,агенс,pt:set;sc:hum;r:concr;t:org
оркестре,адресат,pt:set;sc:hum;r:concr;t:org
потом,аспект,t:time
Володе,агенс,d:dimb;t:hum;r:propn;t:persn
Володе,адресат,d:dimb;t:hum;r:propn;t:persn
Володе,аудитория,d:dimb;t:hum;r:propn;t:persn
Гандельсману,агенс,t:hum;r:propn;t:famn
Гандельсману,аудитория,t:hum;r:propn;t:famn
простолюдины,агенс,der:comp;t:hum;r:concr
простолюдины,аудитория,der:comp;t:hum;r:concr
церковь,агенс,sc:hum;pt:aggr;r:concr;t:org
церковь,адресат,sc:hum;pt:aggr;r:concr;t:org
подобные,атрибут,t:qual
землепашцев,агенс,der:comp;t:hum;r:concr;t:prof
землепашцев,аудитория,der:comp;t:hum;r:concr;t:prof
периода,аспект,r:abstr;t:time
крестьян,агенс,t:hum;r:concr
крестьян,аудитория,t:hum;r:concr
уже,аспект,t:time
Здесь,адресат,t:place;r:dem
землепашцам,агенс,der:comp;t:hum;r:concr;t:prof
землепашцам,аудитория,der:comp;t:hum;r:concr;t:prof
внутренних,адресат,t:place;r:rel
Пушкина,агенс,t:hum;r:propn;t:famn
Пушкина,аудитория,t:hum;r:propn;t:famn
поэта,агенс,t:hum;r:concr
поэта,аудитория,t:hum;r:concr
скорее,аспект,dt:speed:max;der:a;t:time
Григорьева,агенс,t:hum;r:propn;t:famn
Григорьева,аудитория,t:hum;r:propn;t:famn
поэта,агенс,t:hum;r:concr
поэта,аудитория,t:hum;r:concr
Григорьева,агенс,t:hum;r:propn;t:famn
Григорьева,аудитория,t:hum;r:propn;t:famn
романа,агенс,t:text;r:abstr;t:inter;r:propn;t:hum;t:persn;r:concr
романа,адресат,t:text;r:abstr;t:inter;r:propn;t:hum;t:persn;r:concr
романа,аудитория,t:text;r:abstr;t:inter;r:propn;t:hum;t:persn;r:concr
художника,агенс,t:hum;r:concr;t:prof
художника,аудитория,t:hum;r:concr;t:prof
Пушкина,агенс,t:hum;r:propn;t:famn
Пушкина,аудитория,t:hum;r:propn;t:famn
Пушкина,агенс,t:hum;r:propn;t:famn
Пушкина,аудитория,t:hum;r:propn;t:famn
первобытных,аспект,der:comp;r:rel;t:time
поэт,агенс,t:hum;r:concr
поэт,аудитория,t:hum;r:concr
Байрон,агенс,t:hum;r:propn;t:famn
Байрон,аудитория,t:hum;r:propn;t:famn
Фауст,агенс,t:hum;r:propn;t:famn;t:persn
Фауст,адресат,t:hum;r:propn;t:famn;t:persn
Фауст,аудитория,t:hum;r:propn;t:famn;t:persn
Дон,агенс,t:hum;r:propn;r:concr;t:topon
Дон,аудитория,t:hum;r:propn;r:concr;t:topon
Жуан,агенс,t:hum;r:propn;t:persn
Жуан,адресат,t:hum;r:propn;t:persn
Жуан,аудитория,t:hum;r:propn;t:persn
Пугачев,агенс,t:hum;r:propn;t:famn
Пугачев,аудитория,t:hum;r:propn;t:famn
Белкин,агенс,t:hum;r:propn;t:famn
Белкин,аудитория,t:hum;r:propn;t:famn
Григорьев,агенс,t:hum;r:propn;t:famn
Григорьев,аудитория,t:hum;r:propn;t:famn
позднейшего,аспект,der:a;dt:time;t:time;d:super;r:qual
одновременно,аспект,dt:time;der:a;t:time
Гоголя,агенс,r:propn;t:animal;t:fam;r:concr;t:hum
Гоголя,аудитория,r:propn;t:animal;t:fam;r:concr;t:hum
Григорьева,агенс,t:hum;r:propn;t:famn
Григорьева,аудитория,t:hum;r:propn;t:famn
Достоевскому,агенс,t:hum;r:propn;t:famn
Достоевскому,аудитория,t:hum;r:propn;t:famn
Григорьев,агенс,t:hum;r:propn;t:famn
Григорьев,аудитория,t:hum;r:propn;t:famn
Пушкина,агенс,t:hum;r:propn;t:famn
Пушкина,аудитория,t:hum;r:propn;t:famn
автора,агенс,t:hum;r:concr;d:nag
автора,аудитория,t:hum;r:concr;d:nag
поэта,агенс,t:hum;r:concr
поэта,аудитория,t:hum;r:concr
Достоевского,агенс,t:hum;r:propn;t:famn
Достоевского,аудитория,t:hum;r:propn;t:famn
внезапное,аспект,t:time;r:qual
Григорьеву,агенс,t:hum;r:propn;t:famn
Григорьеву,аудитория,t:hum;r:propn;t:famn
Роман,агенс,t:text;r:abstr;t:inter;r:propn;t:hum;t:persn;r:concr
Роман,адресат,t:text;r:abstr;t:inter;r:propn;t:hum;t:persn;r:concr
Роман,аудитория,t:text;r:abstr;t:inter;r:propn;t:hum;t:persn;r:concr
Якобсон,агенс,t:hum;r:propn;t:famn
Якобсон,аудитория,t:hum;r:propn;t:famn
здесь,адресат,t:place;r:dem
поэт,агенс,t:hum;r:concr
поэт,аудитория,t:hum;r:concr
Пушкина,агенс,t:hum;r:propn;t:famn
Пушкина,аудитория,t:hum;r:propn;t:famn
людей,агенс,t:hum;r:concr
людей,аудитория,t:hum;r:concr
Обычно,аспект,der:a;t:time
время,аспект,r:abstr;t:param;t:time
историков,агенс,t:hum;r:concr;der:s;t:prof
историков,аудитория,t:hum;r:concr;der:s;t:prof
историков,агенс,t:hum;r:concr;der:s;t:prof
историков,аудитория,t:hum;r:concr;der:s;t:prof
человеком,агенс,t:hum;r:concr
человеком,аудитория,t:hum;r:concr
здесь,адресат,t:place;r:dem
правыми,адресат,t:place;r:rel
любовью,агенс,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любовью,адресат,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любовью,аудитория,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любовью,агенс,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любовью,адресат,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любовью,аудитория,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любовью,агенс,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любовью,адресат,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любовью,аудитория,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
жертвы,агенс,t:animal;t:poss;r:abstr;t:thing;t:hum;r:concr
жертвы,аудитория,t:animal;t:poss;r:abstr;t:thing;t:hum;r:concr
Сейчас,аспект,der:comp;t:time
людей,агенс,t:hum;r:concr
людей,аудитория,t:hum;r:concr
